userid,nombre,email,passwd,genero,provincia,votos,rating
82509,Nereida Ferrándiz Verdú,nereida.ferrandiz.verdu@ejemplo.com,1234,M,Chimborazo,111.0,3.72972972972973
75933,Eduardo Castellanos Bayón,eduardo.castellanos.bayon@ejemplo.com,1234,F,Loja,111.0,3.018018018018018
137500,Amor Rico Guitart,amor.rico.guitart@ejemplo.com,1234,F,Orellana,111.0,3.6621621621621623
127342,Mónica Torrens-Ortiz,monica.torrens-ortiz@ejemplo.com,1234,F,Guayas,111.0,3.0225225225225225
42820,Elba Peralta Manrique,elba.peralta.manrique@ejemplo.com,1234,M,Esmeraldas,111.0,2.9774774774774775
18830,Amador Terrón Abella,amador.terron.abella@ejemplo.com,1234,M,Tungurahua,111.0,3.6531531531531534
138380,Fulgencio Roura Ribas,fulgencio.roura.ribas@ejemplo.com,1234,M,Esmeraldas,110.0,3.918181818181818
23079,Perlita del Castilla,perlita.del.castilla@ejemplo.com,1234,F,Manabí,110.0,4.345454545454546
138126,Eliana Pina Alcaraz,eliana.pina.alcaraz@ejemplo.com,1234,M,Pastaza,110.0,4.095454545454546
126354,Dafne Díaz Herrero,dafne.diaz.herrero@ejemplo.com,1234,F,Santa Elena,110.0,3.4318181818181817
29086,Viviana Naranjo Fuster,viviana.naranjo.fuster@ejemplo.com,1234,F,Galápagos,110.0,4.15
3397,Emilio Alegre-Valero,emilio.alegre-valero@ejemplo.com,1234,M,Santa Elena,110.0,2.3545454545454545
122529,Joan Pozo Nicolau,joan.pozo.nicolau@ejemplo.com,1234,M,Sucumbíos,110.0,4.0636363636363635
41367,Jose Miguel Toro Quevedo,jose.miguel.toro.quevedo@ejemplo.com,1234,M,El Oro,109.0,3.7018348623853212
99686,Adrián Ferrero Díez,adrian.ferrero.diez@ejemplo.com,1234,M,El Oro,109.0,3.9128440366972477
26146,Germán Yáñez-Cisneros,german.yañez-cisneros@ejemplo.com,1234,F,Carchi,109.0,3.1192660550458715
72685,Palmira Cuadrado Carrillo,palmira.cuadrado.carrillo@ejemplo.com,1234,M,Pastaza,109.0,2.555045871559633
33257,Carmelita Santamaria Requena,carmelita.santamaria.requena@ejemplo.com,1234,F,Azuay,109.0,3.426605504587156
107499,Gonzalo Sergio Oliver Tenorio,gonzalo.sergio.oliver.tenorio@ejemplo.com,1234,F,Los Ríos,109.0,3.7018348623853212
135722,Eligia Mínguez-Reina,eligia.minguez-reina@ejemplo.com,1234,M,Santo Domingo de los Tsáchilas,109.0,3.2752293577981653
82115,Amelia Verdejo,amelia.verdejo@ejemplo.com,1234,M,Galápagos,108.0,3.4212962962962963
105811,Hilda Español Gibert,hilda.español.gibert@ejemplo.com,1234,M,Azuay,108.0,3.8333333333333335
96541,Silvia Salvà-Zapata,silvia.salvà-zapata@ejemplo.com,1234,M,Zamora Chinchipe,108.0,3.2824074074074074
125777,Buenaventura Antón Pastor,buenaventura.anton.pastor@ejemplo.com,1234,F,Esmeraldas,108.0,3.0046296296296298
11585,Elvira Manzanares-Pujadas,elvira.manzanares-pujadas@ejemplo.com,1234,F,Pichincha,107.0,3.350467289719626
48059,Palmira Nazaret Cañellas Alcázar,palmira.nazaret.cañellas.alcazar@ejemplo.com,1234,M,Los Ríos,107.0,4.046728971962617
91643,Olalla Méndez Bonilla,olalla.mendez.bonilla@ejemplo.com,1234,M,Cañar,107.0,3.453271028037383
70601,Dafne Arce-Arias,dafne.arce-arias@ejemplo.com,1234,F,Esmeraldas,107.0,3.6121495327102804
9720,Camilo Cuervo Castrillo,camilo.cuervo.castrillo@ejemplo.com,1234,M,Cañar,107.0,3.457943925233645
130130,Lidia Gascón Molins,lidia.gascon.molins@ejemplo.com,1234,M,Zamora Chinchipe,107.0,3.467289719626168
136660,Anita Gimeno Falcó,anita.gimeno.falco@ejemplo.com,1234,M,Chimborazo,106.0,2.7264150943396226
38414,Santos Luis Ángel Mas Hoz,santos.luis.angel.mas.hoz@ejemplo.com,1234,F,Manabí,106.0,3.0235849056603774
33610,Javi Tomé Madrid,javi.tome.madrid@ejemplo.com,1234,F,Morona Santiago,105.0,3.204761904761905
47268,Marco Morera Cadenas,marco.morera.cadenas@ejemplo.com,1234,F,Sucumbíos,105.0,4.114285714285714
109985,Judith Yáñez Pozo,judith.yañez.pozo@ejemplo.com,1234,M,Santa Elena,105.0,4.114285714285714
75843,Guiomar Vizcaíno Ramis,guiomar.vizcaino.ramis@ejemplo.com,1234,F,Cotopaxi,105.0,3.2523809523809524
104000,Teobaldo Almazán Rocha,teobaldo.almazan.rocha@ejemplo.com,1234,F,Carchi,105.0,2.1904761904761907
57147,Teresa Gallart-Nicolás,teresa.gallart-nicolas@ejemplo.com,1234,M,Tungurahua,105.0,3.3666666666666667
44501,Paula Porcel Acero,paula.porcel.acero@ejemplo.com,1234,F,Sucumbíos,105.0,3.5904761904761906
107378,Graciano Lumbreras Azcona,graciano.lumbreras.azcona@ejemplo.com,1234,M,Morona Santiago,104.0,3.605769230769231
108583,Eutimio Agustín-Montes,eutimio.agustin-montes@ejemplo.com,1234,F,Morona Santiago,104.0,3.4951923076923075
119704,Heraclio Clemente Macias,heraclio.clemente.macias@ejemplo.com,1234,M,Santa Elena,104.0,3.9951923076923075
138165,Alcides Anglada,alcides.anglada@ejemplo.com,1234,F,Pichincha,104.0,3.3653846153846154
59909,Benjamín Jara Giménez,benjamin.jara.gimenez@ejemplo.com,1234,M,Zamora Chinchipe,104.0,3.8990384615384617
8534,Luna Águila,luna.aguila@ejemplo.com,1234,M,Azuay,104.0,4.163461538461538
131050,Felix Larrea Garrido,felix.larrea.garrido@ejemplo.com,1234,M,Bolívar,103.0,3.8398058252427183
71394,Febe Bartolomé Martínez,febe.bartolome.martinez@ejemplo.com,1234,M,Napo,103.0,3.854368932038835
47733,Cándido Flor-Bustamante,candido.flor-bustamante@ejemplo.com,1234,F,Sucumbíos,103.0,3.9223300970873787
89909,Maximiliano Acosta,maximiliano.acosta@ejemplo.com,1234,M,Manabí,103.0,3.79126213592233
123683,Román de Rojas,roman.de.rojas@ejemplo.com,1234,F,Orellana,103.0,3.7815533980582523
38987,Rita Costa Sotelo,rita.costa.sotelo@ejemplo.com,1234,M,Carchi,103.0,4.37378640776699
88756,Roque Paniagua Amaya,roque.paniagua.amaya@ejemplo.com,1234,F,Imbabura,103.0,4.830097087378641
93956,Jordán Santiago Cerdá,jordan.santiago.cerda@ejemplo.com,1234,M,Sucumbíos,103.0,4.237864077669903
44070,Primitiva Sandoval Manso,primitiva.sandoval.manso@ejemplo.com,1234,F,Bolívar,103.0,3.616504854368932
12832,Griselda Arcos,griselda.arcos@ejemplo.com,1234,F,Zamora Chinchipe,102.0,3.7107843137254903
116287,Chelo Castilla Bárcena,chelo.castilla.barcena@ejemplo.com,1234,M,Esmeraldas,102.0,3.142156862745098
64734,Delia Gómez-Miralles,delia.gomez-miralles@ejemplo.com,1234,M,Bolívar,102.0,4.357843137254902
101096,Amada Zamorano Borja,amada.zamorano.borja@ejemplo.com,1234,M,Santo Domingo de los Tsáchilas,102.0,3.8480392156862746
66192,Fabián Ferrer,fabian.ferrer@ejemplo.com,1234,M,Los Ríos,102.0,4.529411764705882
83075,Ainara Figuerola Agustí,ainara.figuerola.agusti@ejemplo.com,1234,M,Sucumbíos,102.0,2.8480392156862746
44364,Nayara Diez Berrocal,nayara.diez.berrocal@ejemplo.com,1234,M,Esmeraldas,102.0,2.6519607843137254
76829,Luís Lasa Piñeiro,luis.lasa.piñeiro@ejemplo.com,1234,M,Napo,102.0,3.9166666666666665
44928,Florencio Sastre Manso,florencio.sastre.manso@ejemplo.com,1234,M,Chimborazo,102.0,3.446078431372549
30615,Simón Bermudez Hidalgo,simon.bermudez.hidalgo@ejemplo.com,1234,F,Tungurahua,102.0,3.8970588235294117
45919,Alfredo Peñas Jurado,alfredo.peñas.jurado@ejemplo.com,1234,F,Loja,102.0,2.843137254901961
52292,Ulises Valentín Ribera,ulises.valentin.ribera@ejemplo.com,1234,M,Napo,102.0,3.0392156862745097
25538,Luis Ángel Pina-Lobo,luis.angel.pina-lobo@ejemplo.com,1234,F,Guayas,102.0,3.6519607843137254
64890,Daniel Guardia Arnal,daniel.guardia.arnal@ejemplo.com,1234,F,Zamora Chinchipe,101.0,3.8465346534653464
80475,Nilda Romero Palacio,nilda.romero.palacio@ejemplo.com,1234,F,Pastaza,101.0,4.242574257425742
115134,Jose Monreal Belda,jose.monreal.belda@ejemplo.com,1234,F,Galápagos,101.0,4.188118811881188
56500,Primitivo Coll Blanca,primitivo.coll.blanca@ejemplo.com,1234,F,Azuay,101.0,3.400990099009901
74222,Alma Rius Bilbao,alma.rius.bilbao@ejemplo.com,1234,F,Imbabura,101.0,2.797029702970297
43107,Julie de Duran,julie.de.duran@ejemplo.com,1234,M,Tungurahua,101.0,4.103960396039604
34694,Paloma Giner Cañete,paloma.giner.cañete@ejemplo.com,1234,F,Pastaza,101.0,2.9306930693069306
36410,Norberto Albero Múgica,norberto.albero.mugica@ejemplo.com,1234,M,Cotopaxi,100.0,3.395
74601,Silvestre Silva Rosell,silvestre.silva.rosell@ejemplo.com,1234,F,El Oro,100.0,3.525
134027,María Fernanda Ascensión Páez Cisneros,maria.fernanda.ascension.paez.cisneros@ejemplo.com,1234,M,Tungurahua,100.0,2.505
133171,Ligia Castells Arcos,ligia.castells.arcos@ejemplo.com,1234,M,Santa Elena,100.0,3.76
64920,Américo Mur Aguilar,americo.mur.aguilar@ejemplo.com,1234,F,Sucumbíos,100.0,3.53
18906,Conrado Sanchez Dalmau,conrado.sanchez.dalmau@ejemplo.com,1234,F,Tungurahua,100.0,2.7
89500,Tere Bermejo Estevez,tere.bermejo.estevez@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,100.0,3.635
131585,Ale Millán-Expósito,ale.millan-exposito@ejemplo.com,1234,F,Morona Santiago,99.0,4.373737373737374
52685,Elpidio Figueroa Bayo,elpidio.figueroa.bayo@ejemplo.com,1234,M,Santo Domingo de los Tsáchilas,99.0,2.813131313131313
83671,Basilio Amador Pareja,basilio.amador.pareja@ejemplo.com,1234,F,Azuay,99.0,3.919191919191919
39429,Balduino Portillo,balduino.portillo@ejemplo.com,1234,M,Santa Elena,99.0,3.8484848484848486
11097,Mercedes Sola Llamas,mercedes.sola.llamas@ejemplo.com,1234,M,Zamora Chinchipe,99.0,3.808080808080808
75031,Teobaldo Fuentes-Díaz,teobaldo.fuentes-diaz@ejemplo.com,1234,M,Azuay,99.0,3.409090909090909
32593,Constanza Parejo Coll,constanza.parejo.coll@ejemplo.com,1234,F,Pichincha,99.0,2.914141414141414
101218,Aitor Patiño Piñol,aitor.patiño.piñol@ejemplo.com,1234,M,El Oro,99.0,3.9242424242424243
30450,Amaro Godoy,amaro.godoy@ejemplo.com,1234,F,Manabí,98.0,4.290816326530612
126491,Rodolfo Colom Benitez,rodolfo.colom.benitez@ejemplo.com,1234,M,Azuay,98.0,3.7653061224489797
96318,Belen Prat Cobo,belen.prat.cobo@ejemplo.com,1234,F,Carchi,98.0,4.153061224489796
76667,Pili Santamaria Luján,pili.santamaria.lujan@ejemplo.com,1234,M,Pastaza,98.0,3.5408163265306123
117813,Manuelita Cifuentes Cabeza,manuelita.cifuentes.cabeza@ejemplo.com,1234,F,El Oro,98.0,4.066326530612245
28594,León Edu González Duque,leon.edu.gonzalez.duque@ejemplo.com,1234,M,El Oro,98.0,4.755102040816326
55569,Chita del Mora,chita.del.mora@ejemplo.com,1234,F,Imbabura,98.0,3.173469387755102
111360,Paca del Valdés,paca.del.valdes@ejemplo.com,1234,M,Imbabura,98.0,3.7755102040816326
44594,Pacífica Río Pujol,pacifica.rio.pujol@ejemplo.com,1234,M,Morona Santiago,98.0,4.775510204081633
24994,Bernardo Sierra Fabregat,bernardo.sierra.fabregat@ejemplo.com,1234,F,Napo,98.0,3.954081632653061
31181,Aníbal Beltrán,anibal.beltran@ejemplo.com,1234,F,Galápagos,97.0,3.6030927835051547
89153,Agapito Cabo Pozo,agapito.cabo.pozo@ejemplo.com,1234,M,Azuay,97.0,4.005154639175258
126782,Emperatriz Agudo Amador,emperatriz.agudo.amador@ejemplo.com,1234,M,Cotopaxi,96.0,3.96875
27038,Morena Anaya Bayón,morena.anaya.bayon@ejemplo.com,1234,F,Sucumbíos,96.0,3.765625
53275,Noé Cuesta Laguna,noe.cuesta.laguna@ejemplo.com,1234,F,Morona Santiago,96.0,3.6875
40472,Faustino Juárez Cabo,faustino.juarez.cabo@ejemplo.com,1234,F,Napo,96.0,3.3333333333333335
125794,Carmelo Luque Sáenz,carmelo.luque.saenz@ejemplo.com,1234,F,Manabí,96.0,3.3645833333333335
92706,Isabela Gual-Donoso,isabela.gual-donoso@ejemplo.com,1234,F,Manabí,96.0,2.9739583333333335
135718,Víctor Quintanilla Nieto,victor.quintanilla.nieto@ejemplo.com,1234,F,Orellana,95.0,3.7736842105263158
62936,Galo Castelló Giner,galo.castello.giner@ejemplo.com,1234,F,Chimborazo,95.0,2.9105263157894736
104963,Adora Quiroga Gámez,adora.quiroga.gamez@ejemplo.com,1234,F,Pastaza,95.0,3.9
75255,Etelvina Pont Sáenz,etelvina.pont.saenz@ejemplo.com,1234,M,Tungurahua,95.0,4.026315789473684
59295,Alejo Sobrino Gimeno,alejo.sobrino.gimeno@ejemplo.com,1234,F,Pichincha,95.0,4.58421052631579
134864,Armando del Angulo,armando.del.angulo@ejemplo.com,1234,F,Bolívar,95.0,3.721052631578947
122606,Leandro Olivé-Rodríguez,leandro.olive-rodriguez@ejemplo.com,1234,F,Imbabura,95.0,3.4210526315789473
92885,Francisco Javier Cuervo-Padilla,francisco.javier.cuervo-padilla@ejemplo.com,1234,F,Orellana,94.0,3.7180851063829787
110896,Benito Exposito Valbuena,benito.exposito.valbuena@ejemplo.com,1234,M,Galápagos,94.0,4.473404255319149
74055,Oriana Jaume Peralta,oriana.jaume.peralta@ejemplo.com,1234,F,El Oro,94.0,3.5585106382978724
14791,Cristóbal Blanch Olmedo,cristobal.blanch.olmedo@ejemplo.com,1234,F,Los Ríos,94.0,3.8138297872340425
10191,Mirta Uribe,mirta.uribe@ejemplo.com,1234,F,Pichincha,94.0,3.175531914893617
93414,Jacinto Revilla Lillo,jacinto.revilla.lillo@ejemplo.com,1234,F,Napo,94.0,2.473404255319149
15948,Eladio Diego-Vigil,eladio.diego-vigil@ejemplo.com,1234,F,Bolívar,93.0,4.166666666666667
65409,Valeria Marí Anaya,valeria.mari.anaya@ejemplo.com,1234,M,Carchi,93.0,3.327956989247312
122523,Rodolfo Cazorla Santana,rodolfo.cazorla.santana@ejemplo.com,1234,M,Chimborazo,93.0,3.021505376344086
119458,Yésica Villegas,yesica.villegas@ejemplo.com,1234,F,Galápagos,93.0,3.795698924731183
90091,Herberto Molina Tejero,herberto.molina.tejero@ejemplo.com,1234,M,Galápagos,92.0,3.864130434782609
6632,Adolfo Serrano Arnal,adolfo.serrano.arnal@ejemplo.com,1234,M,Pichincha,92.0,2.4456521739130435
130836,Chuy Anglada Garmendia,chuy.anglada.garmendia@ejemplo.com,1234,F,Loja,92.0,3.385869565217391
117675,Luís Pardo Baena,luis.pardo.baena@ejemplo.com,1234,M,Orellana,92.0,4.103260869565218
82677,Urbano Salas,urbano.salas@ejemplo.com,1234,F,Los Ríos,92.0,2.9782608695652173
109076,Concha Giralt-Quintero,concha.giralt-quintero@ejemplo.com,1234,F,Napo,92.0,3.266304347826087
30725,Lucho del Girón,lucho.del.giron@ejemplo.com,1234,F,Carchi,92.0,4.543478260869565
40633,Gervasio Arnau-Moliner,gervasio.arnau-moliner@ejemplo.com,1234,F,Tungurahua,92.0,4.929347826086956
124768,Amor Jerez Rincón,amor.jerez.rincon@ejemplo.com,1234,M,Tungurahua,92.0,3.6684782608695654
112594,Virginia Sanmiguel Canales,virginia.sanmiguel.canales@ejemplo.com,1234,M,Morona Santiago,92.0,3.1684782608695654
21556,Yésica Verdugo Granados,yesica.verdugo.granados@ejemplo.com,1234,F,Manabí,91.0,3.659340659340659
109648,Carmelita Vallés Gil,carmelita.valles.gil@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,91.0,3.9835164835164836
123206,María Teresa Adán Sarabia,maria.teresa.adan.sarabia@ejemplo.com,1234,F,Los Ríos,91.0,4.747252747252747
11878,Íñigo Puga Belda,iñigo.puga.belda@ejemplo.com,1234,M,Tungurahua,91.0,3.269230769230769
72702,Clementina Iglesias Blasco,clementina.iglesias.blasco@ejemplo.com,1234,F,Guayas,91.0,4.15934065934066
137227,Antonia Cabeza Herrera,antonia.cabeza.herrera@ejemplo.com,1234,M,El Oro,91.0,1.9230769230769231
23443,Visitación Valenzuela Santiago,visitacion.valenzuela.santiago@ejemplo.com,1234,M,El Oro,91.0,4.093406593406593
40119,Plinio Zacarías Alvarado Moliner,plinio.zacarias.alvarado.moliner@ejemplo.com,1234,M,Pichincha,91.0,3.8076923076923075
16796,Ignacia Hidalgo Sevilla,ignacia.hidalgo.sevilla@ejemplo.com,1234,M,Orellana,91.0,4.472527472527473
16144,Estrella Fuentes Oller,estrella.fuentes.oller@ejemplo.com,1234,F,El Oro,91.0,2.9395604395604398
132297,Ámbar Losada-Antón,ambar.losada-anton@ejemplo.com,1234,F,Guayas,91.0,3.5384615384615383
112478,Lupita de Iniesta,lupita.de.iniesta@ejemplo.com,1234,M,Azuay,90.0,3.672222222222222
43194,Jesusa Peiró,jesusa.peiro@ejemplo.com,1234,M,Cotopaxi,90.0,3.3944444444444444
61277,Plácido Mosquera-Villa,placido.mosquera-villa@ejemplo.com,1234,M,Pichincha,90.0,4.283333333333333
105098,Carmelo Huertas Plaza,carmelo.huertas.plaza@ejemplo.com,1234,F,Morona Santiago,90.0,3.466666666666667
114933,Julián Casanovas Zabaleta,julian.casanovas.zabaleta@ejemplo.com,1234,F,Zamora Chinchipe,90.0,3.1166666666666667
90808,Custodia Torralba Bustos,custodia.torralba.bustos@ejemplo.com,1234,F,Santa Elena,90.0,4.65
132146,Diego Nicolau Juliá,diego.nicolau.julia@ejemplo.com,1234,F,Cotopaxi,90.0,3.772222222222222
51703,Petrona del Mariscal,petrona.del.mariscal@ejemplo.com,1234,M,Galápagos,90.0,2.811111111111111
83418,Ámbar Acosta Narváez,ambar.acosta.narvaez@ejemplo.com,1234,M,Napo,90.0,4.816666666666666
83331,Conrado Cuevas Bustamante,conrado.cuevas.bustamante@ejemplo.com,1234,M,Carchi,89.0,4.286516853932584
44420,Nerea Calderon Sainz,nerea.calderon.sainz@ejemplo.com,1234,M,Santo Domingo de los Tsáchilas,89.0,3.50561797752809
78564,Asdrubal Segura Juliá,asdrubal.segura.julia@ejemplo.com,1234,F,Cotopaxi,89.0,2.595505617977528
13431,Evaristo Miró,evaristo.miro@ejemplo.com,1234,F,Bolívar,89.0,2.6179775280898876
70252,Georgina Frías Amaya,georgina.frias.amaya@ejemplo.com,1234,F,Santa Elena,89.0,3.7134831460674156
73611,Ariel de Tovar,ariel.de.tovar@ejemplo.com,1234,M,Pastaza,89.0,3.1292134831460676
67307,Eva Sacristán Egea,eva.sacristan.egea@ejemplo.com,1234,M,Sucumbíos,89.0,3.567415730337079
62118,Mohamed Conesa Gimeno,mohamed.conesa.gimeno@ejemplo.com,1234,F,Chimborazo,88.0,4.511363636363637
24243,Claudio de Coloma,claudio.de.coloma@ejemplo.com,1234,M,Sucumbíos,88.0,4.278409090909091
80084,Xavier de Peralta,xavier.de.peralta@ejemplo.com,1234,F,Tungurahua,88.0,3.25
116510,Emilia Blázquez Ochoa,emilia.blazquez.ochoa@ejemplo.com,1234,F,Napo,88.0,3.4886363636363638
15783,Ovidio Pereira Rojas,ovidio.pereira.rojas@ejemplo.com,1234,F,Imbabura,88.0,3.9829545454545454
128200,Lisandro Sosa Puerta,lisandro.sosa.puerta@ejemplo.com,1234,F,Guayas,87.0,3.0229885057471266
73650,Pía Canet Hoyos,pia.canet.hoyos@ejemplo.com,1234,F,El Oro,87.0,4.511494252873563
62517,Dionisia Roberta Soler Gimeno,dionisia.roberta.soler.gimeno@ejemplo.com,1234,F,Pastaza,87.0,3.425287356321839
99689,Maribel Dominguez Cid,maribel.dominguez.cid@ejemplo.com,1234,M,Sucumbíos,87.0,4.137931034482759
8127,Ambrosio Morera Amaya,ambrosio.morera.amaya@ejemplo.com,1234,F,Imbabura,87.0,3.3045977011494254
59477,Sara Peñas Solera,sara.peñas.solera@ejemplo.com,1234,M,Manabí,87.0,2.4885057471264367
101727,Gerónimo Osvaldo Pizarro Lopez,geronimo.osvaldo.pizarro.lopez@ejemplo.com,1234,F,Morona Santiago,87.0,3.718390804597701
134274,Felicia Sainz Montserrat,felicia.sainz.montserrat@ejemplo.com,1234,F,Morona Santiago,86.0,3.5755813953488373
73540,Emiliano Pedraza Becerra,emiliano.pedraza.becerra@ejemplo.com,1234,F,Imbabura,86.0,3.947674418604651
85621,Elodia Flor Guillen,elodia.flor.guillen@ejemplo.com,1234,F,Imbabura,86.0,4.1686046511627906
79372,Gonzalo Jordi Álamo Cabrera,gonzalo.jordi.alamo.cabrera@ejemplo.com,1234,M,Imbabura,86.0,3.738372093023256
119466,Melisa Concha Pol Escobar,melisa.concha.pol.escobar@ejemplo.com,1234,F,Orellana,86.0,3.122093023255814
43878,Simón Oliveras Meléndez,simon.oliveras.melendez@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,86.0,3.11046511627907
130784,Fabiola Arteaga-Chamorro,fabiola.arteaga-chamorro@ejemplo.com,1234,F,Imbabura,86.0,3.866279069767442
2650,Juan Francisco Cerdán Fajardo,juan.francisco.cerdan.fajardo@ejemplo.com,1234,F,Los Ríos,86.0,3.813953488372093
58192,Gilberto del Mancebo,gilberto.del.mancebo@ejemplo.com,1234,F,Carchi,85.0,3.8529411764705883
122187,Matías Luna Santiago,matias.luna.santiago@ejemplo.com,1234,M,Carchi,85.0,3.135294117647059
105621,Xavier Espinosa Blanch,xavier.espinosa.blanch@ejemplo.com,1234,M,Guayas,85.0,3.4352941176470586
58272,José Manuel Oliva Cid,jose.manuel.oliva.cid@ejemplo.com,1234,F,Carchi,85.0,3.7588235294117647
75176,Aarón Real Solé,aaron.real.sole@ejemplo.com,1234,F,Carchi,85.0,3.7941176470588234
18631,Marita Becerra Salazar,marita.becerra.salazar@ejemplo.com,1234,F,Los Ríos,85.0,3.7176470588235295
108175,Kike de Navas,kike.de.navas@ejemplo.com,1234,F,Napo,85.0,3.3
117396,Alicia Iriarte,alicia.iriarte@ejemplo.com,1234,M,Imbabura,85.0,3.9823529411764707
118239,Juan Antonio Heras Duque,juan.antonio.heras.duque@ejemplo.com,1234,F,Guayas,85.0,3.5176470588235293
54429,Graciela Cepeda Tur,graciela.cepeda.tur@ejemplo.com,1234,M,Zamora Chinchipe,85.0,3.611764705882353
23599,Simón Ibáñez Sanchez,simon.ibañez.sanchez@ejemplo.com,1234,M,Loja,85.0,3.1882352941176473
122868,Teobaldo Mancebo Suárez,teobaldo.mancebo.suarez@ejemplo.com,1234,M,Los Ríos,85.0,2.929411764705882
54960,Eliseo Cámara Mateos,eliseo.camara.mateos@ejemplo.com,1234,M,Esmeraldas,85.0,3.8705882352941177
98892,Amando Bilbao Castro,amando.bilbao.castro@ejemplo.com,1234,F,Esmeraldas,84.0,3.8392857142857144
39449,Virginia Bru Llano,virginia.bru.llano@ejemplo.com,1234,F,Galápagos,84.0,3.6011904761904763
13965,Gerardo Meléndez Barceló,gerardo.melendez.barcelo@ejemplo.com,1234,M,Galápagos,84.0,3.5476190476190474
20300,Domingo Miguel Ángel Miró Conesa,domingo.miguel.angel.miro.conesa@ejemplo.com,1234,M,Pastaza,84.0,3.9285714285714284
105669,Celia del Barros,celia.del.barros@ejemplo.com,1234,F,Orellana,84.0,3.886904761904762
34217,Candelaria Bustos Díez,candelaria.bustos.diez@ejemplo.com,1234,M,Galápagos,84.0,3.5714285714285716
120781,Eulalia del Montserrat,eulalia.del.montserrat@ejemplo.com,1234,F,Galápagos,84.0,3.0952380952380953
80939,Victor Manuel Abad Guzmán,victor.manuel.abad.guzman@ejemplo.com,1234,F,Orellana,84.0,3.8273809523809526
17136,Nereida Morcillo,nereida.morcillo@ejemplo.com,1234,M,Tungurahua,84.0,3.7142857142857144
55202,Octavia Ayuso Bermúdez,octavia.ayuso.bermudez@ejemplo.com,1234,M,Pastaza,84.0,3.1547619047619047
37594,Geraldo Cepeda Vélez,geraldo.cepeda.velez@ejemplo.com,1234,F,Pichincha,84.0,4.869047619047619
808,Noemí Díaz Vilalta,noemi.diaz.vilalta@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,84.0,3.8452380952380953
89010,Fabiana Bou Valentín,fabiana.bou.valentin@ejemplo.com,1234,M,Azuay,83.0,4.102409638554217
27815,Guillermo Joel Borrás Fuster,guillermo.joel.borras.fuster@ejemplo.com,1234,M,Carchi,83.0,4.0602409638554215
54612,Ulises Busquets-Piña,ulises.busquets-piña@ejemplo.com,1234,M,El Oro,83.0,3.3855421686746987
55136,Mercedes Planas Alegria,mercedes.planas.alegria@ejemplo.com,1234,F,Los Ríos,83.0,3.1506024096385543
101333,Leire Agustina Báez Cervantes,leire.agustina.baez.cervantes@ejemplo.com,1234,F,Morona Santiago,83.0,3.63855421686747
100036,Néstor Zurita Domínguez,nestor.zurita.dominguez@ejemplo.com,1234,M,Guayas,83.0,3.753012048192771
128301,Rosario Santamaría-Olivera,rosario.santamaria-olivera@ejemplo.com,1234,M,Tungurahua,83.0,3.8313253012048194
4488,María Dolores del Arjona,maria.dolores.del.arjona@ejemplo.com,1234,M,Sucumbíos,83.0,3.4156626506024095
5288,Pascual Gonzalez Codina,pascual.gonzalez.codina@ejemplo.com,1234,M,Morona Santiago,83.0,3.602409638554217
29762,Francisco Vera-Fonseca,francisco.vera-fonseca@ejemplo.com,1234,F,Esmeraldas,83.0,2.072289156626506
42366,Darío de Alfonso,dario.de.alfonso@ejemplo.com,1234,M,Bolívar,83.0,3.072289156626506
33654,Pilar de Nieto,pilar.de.nieto@ejemplo.com,1234,F,Cotopaxi,83.0,3.5120481927710845
11112,Arturo Víctor Jáuregui Dominguez,arturo.victor.jauregui.dominguez@ejemplo.com,1234,M,Los Ríos,83.0,2.427710843373494
119854,Patricia del Arnaiz,patricia.del.arnaiz@ejemplo.com,1234,M,Esmeraldas,83.0,3.891566265060241
71694,Rosario Esteve,rosario.esteve@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,83.0,3.9578313253012047
137433,Tiburcio Barco,tiburcio.barco@ejemplo.com,1234,M,Esmeraldas,82.0,4.024390243902439
93157,Olegario Reynaldo Porta Seco,olegario.reynaldo.porta.seco@ejemplo.com,1234,F,El Oro,82.0,3.3902439024390243
67886,Constanza Aguiló Barral,constanza.aguilo.barral@ejemplo.com,1234,M,Cañar,82.0,3.6463414634146343
116399,Rosendo de Aragón,rosendo.de.aragon@ejemplo.com,1234,M,Imbabura,82.0,4.158536585365853
14992,Lázaro Quiroga Bru,lazaro.quiroga.bru@ejemplo.com,1234,M,Imbabura,82.0,3.4207317073170733
130096,Benito Juan Bautista Enríquez Guerra,benito.juan.bautista.enriquez.guerra@ejemplo.com,1234,F,Loja,82.0,4.048780487804878
25345,Ambrosio del Pizarro,ambrosio.del.pizarro@ejemplo.com,1234,F,Bolívar,82.0,2.6158536585365852
57638,Godofredo Carrasco Clavero,godofredo.carrasco.clavero@ejemplo.com,1234,M,Orellana,82.0,3.798780487804878
96891,Jordi Amat Sosa,jordi.amat.sosa@ejemplo.com,1234,M,El Oro,82.0,4.560975609756097
66854,Pía Villar,pia.villar@ejemplo.com,1234,F,Azuay,82.0,3.652439024390244
27958,Julio Mascaró Taboada,julio.mascaro.taboada@ejemplo.com,1234,M,Napo,82.0,3.9390243902439024
